HGHT (km)		TEMP (K)		PRES (hPa)
2.892E+01		7.253E+01		2.831E+02
2.886E+01		7.254E+01		2.841E+02
2.881E+01		7.256E+01		2.851E+02
2.875E+01		7.259E+01		2.861E+02
2.869E+01		7.261E+01		2.871E+02
2.864E+01		7.263E+01		2.880E+02
2.860E+01		7.265E+01		2.887E+02
2.856E+01		7.266E+01		2.895E+02
2.852E+01		7.268E+01		2.902E+02
2.847E+01		7.269E+01		2.910E+02
2.844E+01		7.270E+01		2.916E+02
2.841E+01		7.271E+01		2.922E+02
2.836E+01		7.272E+01		2.930E+02
2.832E+01		7.273E+01		2.938E+02
2.827E+01		7.274E+01		2.946E+02
2.823E+01		7.275E+01		2.954E+02
2.818E+01		7.277E+01		2.963E+02
2.812E+01		7.279E+01		2.974E+02
2.806E+01		7.282E+01		2.986E+02
2.800E+01		7.284E+01		2.996E+02
2.795E+01		7.287E+01		3.006E+02
2.790E+01		7.289E+01		3.015E+02
2.786E+01		7.291E+01		3.023E+02
2.782E+01		7.292E+01		3.031E+02
2.778E+01		7.294E+01		3.038E+02
2.774E+01		7.295E+01		3.044E+02
2.770E+01		7.296E+01		3.052E+02
2.766E+01		7.297E+01		3.060E+02
2.761E+01		7.299E+01		3.069E+02
2.757E+01		7.301E+01		3.078E+02
2.752E+01		7.302E+01		3.087E+02
2.747E+01		7.304E+01		3.096E+02
2.743E+01		7.306E+01		3.104E+02
2.738E+01		7.307E+01		3.113E+02
2.733E+01		7.310E+01		3.123E+02
2.727E+01		7.312E+01		3.135E+02
2.720E+01		7.316E+01		3.148E+02
2.715E+01		7.319E+01		3.159E+02
2.709E+01		7.322E+01		3.169E+02
2.704E+01		7.324E+01		3.179E+02
2.700E+01		7.327E+01		3.188E+02
2.697E+01		7.328E+01		3.194E+02
2.695E+01		7.328E+01		3.197E+02
2.692E+01		7.329E+01		3.203E+02
2.687E+01		7.330E+01		3.212E+02
2.682E+01		7.333E+01		3.224E+02
2.676E+01		7.335E+01		3.235E+02
2.671E+01		7.338E+01		3.245E+02
2.667E+01		7.339E+01		3.253E+02
2.663E+01		7.341E+01		3.261E+02
2.658E+01		7.344E+01		3.272E+02
2.651E+01		7.347E+01		3.285E+02
2.645E+01		7.350E+01		3.296E+02
2.640E+01		7.353E+01		3.307E+02
2.634E+01		7.356E+01		3.319E+02
2.629E+01		7.360E+01		3.331E+02
2.624E+01		7.363E+01		3.340E+02
2.621E+01		7.364E+01		3.347E+02
2.618E+01		7.365E+01		3.352E+02
2.615E+01		7.366E+01		3.358E+02
2.612E+01		7.367E+01		3.366E+02
2.609E+01		7.368E+01		3.372E+02
2.606E+01		7.369E+01		3.378E+02
2.602E+01		7.370E+01		3.385E+02
2.598E+01		7.372E+01		3.393E+02
2.594E+01		7.373E+01		3.403E+02
2.589E+01		7.375E+01		3.412E+02
2.586E+01		7.376E+01		3.420E+02
2.582E+01		7.377E+01		3.427E+02
2.578E+01		7.379E+01		3.436E+02
2.574E+01		7.380E+01		3.445E+02
2.569E+01		7.382E+01		3.454E+02
2.565E+01		7.384E+01		3.464E+02
2.560E+01		7.386E+01		3.474E+02
2.555E+01		7.388E+01		3.485E+02
2.549E+01		7.391E+01		3.498E+02
2.543E+01		7.394E+01		3.509E+02
2.538E+01		7.397E+01		3.521E+02
2.533E+01		7.400E+01		3.532E+02
2.527E+01		7.403E+01		3.544E+02
2.521E+01		7.407E+01		3.557E+02
2.516E+01		7.410E+01		3.569E+02
2.512E+01		7.413E+01		3.578E+02
2.508E+01		7.415E+01		3.586E+02
2.505E+01		7.416E+01		3.594E+02
2.502E+01		7.418E+01		3.600E+02
2.499E+01		7.419E+01		3.606E+02
2.497E+01		7.419E+01		3.611E+02
2.494E+01		7.420E+01		3.616E+02
2.491E+01		7.421E+01		3.623E+02
2.487E+01		7.422E+01		3.632E+02
2.482E+01		7.424E+01		3.643E+02
2.477E+01		7.426E+01		3.654E+02
2.472E+01		7.429E+01		3.665E+02
2.467E+01		7.431E+01		3.677E+02
2.462E+01		7.434E+01		3.688E+02
2.458E+01		7.436E+01		3.697E+02
2.454E+01		7.438E+01		3.706E+02
2.450E+01		7.440E+01		3.715E+02
2.446E+01		7.442E+01		3.725E+02
2.442E+01		7.443E+01		3.733E+02
2.439E+01		7.445E+01		3.741E+02
2.434E+01		7.447E+01		3.751E+02
2.429E+01		7.450E+01		3.763E+02
2.424E+01		7.452E+01		3.775E+02
2.419E+01		7.455E+01		3.785E+02
2.415E+01		7.457E+01		3.795E+02
2.410E+01		7.460E+01		3.806E+02
2.405E+01		7.463E+01		3.818E+02
2.400E+01		7.466E+01		3.830E+02
2.396E+01		7.468E+01		3.840E+02
2.392E+01		7.470E+01		3.849E+02
2.388E+01		7.472E+01		3.858E+02
2.385E+01		7.474E+01		3.866E+02
2.382E+01		7.475E+01		3.872E+02
2.379E+01		7.476E+01		3.878E+02
2.377E+01		7.477E+01		3.885E+02
2.373E+01		7.478E+01		3.894E+02
2.368E+01		7.480E+01		3.904E+02
2.364E+01		7.482E+01		3.915E+02
2.360E+01		7.484E+01		3.925E+02
2.355E+01		7.487E+01		3.935E+02
2.350E+01		7.489E+01		3.947E+02
2.346E+01		7.492E+01		3.958E+02
2.341E+01		7.494E+01		3.970E+02
2.336E+01		7.497E+01		3.982E+02
2.331E+01		7.501E+01		3.995E+02
2.325E+01		7.504E+01		4.008E+02
2.321E+01		7.507E+01		4.018E+02
2.318E+01		7.508E+01		4.026E+02
2.315E+01		7.510E+01		4.033E+02
2.311E+01		7.511E+01		4.041E+02
2.307E+01		7.513E+01		4.051E+02
2.304E+01		7.515E+01		4.060E+02
2.300E+01		7.517E+01		4.068E+02
2.297E+01		7.519E+01		4.077E+02
2.292E+01		7.521E+01		4.089E+02
2.287E+01		7.524E+01		4.101E+02
2.283E+01		7.526E+01		4.110E+02
2.280E+01		7.528E+01		4.118E+02
2.276E+01		7.529E+01		4.128E+02
2.271E+01		7.532E+01		4.140E+02
2.266E+01		7.535E+01		4.153E+02
2.261E+01		7.538E+01		4.165E+02
2.257E+01		7.541E+01		4.176E+02
2.252E+01		7.544E+01		4.189E+02
2.247E+01		7.547E+01		4.200E+02
2.243E+01		7.549E+01		4.211E+02
2.239E+01		7.552E+01		4.221E+02
2.234E+01		7.555E+01		4.234E+02
2.229E+01		7.558E+01		4.247E+02
2.225E+01		7.561E+01		4.258E+02
2.220E+01		7.564E+01		4.269E+02
2.216E+01		7.567E+01		4.279E+02
2.212E+01		7.569E+01		4.290E+02
2.209E+01		7.571E+01		4.298E+02
2.207E+01		7.572E+01		4.303E+02
2.205E+01		7.573E+01		4.309E+02
2.202E+01		7.574E+01		4.317E+02
2.197E+01		7.577E+01		4.328E+02
2.192E+01		7.579E+01		4.341E+02
2.187E+01		7.583E+01		4.354E+02
2.183E+01		7.585E+01		4.366E+02
2.180E+01		7.587E+01		4.375E+02
2.177E+01		7.588E+01		4.381E+02
2.175E+01		7.590E+01		4.388E+02
2.171E+01		7.591E+01		4.398E+02
2.167E+01		7.594E+01		4.408E+02
2.164E+01		7.595E+01		4.416E+02
2.161E+01		7.596E+01		4.424E+02
2.158E+01		7.598E+01		4.432E+02
2.154E+01		7.599E+01		4.442E+02
2.150E+01		7.602E+01		4.453E+02
2.146E+01		7.604E+01		4.464E+02
2.143E+01		7.605E+01		4.471E+02
2.142E+01		7.606E+01		4.476E+02
2.139E+01		7.606E+01		4.482E+02
2.135E+01		7.608E+01		4.492E+02
2.131E+01		7.610E+01		4.504E+02
2.127E+01		7.612E+01		4.516E+02
2.122E+01		7.615E+01		4.530E+02
2.116E+01		7.619E+01		4.546E+02
2.109E+01		7.623E+01		4.563E+02
2.103E+01		7.627E+01		4.579E+02
2.098E+01		7.631E+01		4.594E+02
2.095E+01		7.633E+01		4.603E+02
2.093E+01		7.634E+01		4.608E+02
2.090E+01		7.636E+01		4.617E+02
2.085E+01		7.638E+01		4.629E+02
2.079E+01		7.642E+01		4.646E+02
2.075E+01		7.645E+01		4.658E+02
2.072E+01		7.647E+01		4.667E+02
2.067E+01		7.650E+01		4.678E+02
2.062E+01		7.654E+01		4.695E+02
2.057E+01		7.658E+01		4.708E+02
2.054E+01		7.660E+01		4.717E+02
2.053E+01		7.660E+01		4.719E+02
2.051E+01		7.661E+01		4.725E+02
2.048E+01		7.662E+01		4.733E+02
2.045E+01		7.664E+01		4.741E+02
2.041E+01		7.665E+01		4.752E+02
2.037E+01		7.668E+01		4.763E+02
2.036E+01		7.668E+01		4.768E+02
2.035E+01		7.668E+01		4.768E+02
2.031E+01		7.668E+01		4.780E+02
2.027E+01		7.669E+01		4.792E+02
2.022E+01		7.671E+01		4.806E+02
2.018E+01		7.673E+01		4.819E+02
2.013E+01		7.676E+01		4.832E+02
2.009E+01		7.678E+01		4.843E+02
2.005E+01		7.680E+01		4.854E+02
2.001E+01		7.682E+01		4.867E+02
1.995E+01		7.686E+01		4.883E+02
1.990E+01		7.689E+01		4.900E+02
1.985E+01		7.692E+01		4.914E+02
1.981E+01		7.695E+01		4.926E+02
1.978E+01		7.697E+01		4.935E+02
1.975E+01		7.698E+01		4.943E+02
1.972E+01		7.700E+01		4.951E+02
1.969E+01		7.701E+01		4.959E+02
1.966E+01		7.703E+01		4.968E+02
1.963E+01		7.705E+01		4.979E+02
1.959E+01		7.707E+01		4.991E+02
1.954E+01		7.710E+01		5.004E+02
1.949E+01		7.713E+01		5.019E+02
1.945E+01		7.715E+01		5.030E+02
1.942E+01		7.717E+01		5.039E+02
1.940E+01		7.718E+01		5.046E+02
1.937E+01		7.720E+01		5.055E+02
1.934E+01		7.722E+01		5.065E+02
1.931E+01		7.723E+01		5.073E+02
1.928E+01		7.724E+01		5.082E+02
1.924E+01		7.727E+01		5.094E+02
1.920E+01		7.729E+01		5.106E+02
1.917E+01		7.730E+01		5.115E+02
1.916E+01		7.731E+01		5.119E+02
1.914E+01		7.731E+01		5.125E+02
1.910E+01		7.733E+01		5.137E+02
1.905E+01		7.736E+01		5.152E+02
1.900E+01		7.739E+01		5.168E+02
1.894E+01		7.742E+01		5.184E+02
1.889E+01		7.746E+01		5.201E+02
1.883E+01		7.750E+01		5.218E+02
1.878E+01		7.754E+01		5.233E+02
1.874E+01		7.757E+01		5.247E+02
1.870E+01		7.760E+01		5.258E+02
1.868E+01		7.761E+01		5.266E+02
1.865E+01		7.763E+01		5.275E+02
1.861E+01		7.766E+01		5.287E+02
1.855E+01		7.770E+01		5.306E+02
1.848E+01		7.775E+01		5.327E+02
1.843E+01		7.780E+01		5.344E+02
1.839E+01		7.783E+01		5.356E+02
1.835E+01		7.785E+01		5.367E+02
1.831E+01		7.789E+01		5.381E+02
1.827E+01		7.791E+01		5.393E+02
1.827E+01		7.792E+01		5.395E+02
1.826E+01		7.792E+01		5.396E+02
1.825E+01		7.792E+01		5.400E+02
1.824E+01		7.792E+01		5.404E+02
1.821E+01		7.794E+01		5.413E+02
1.816E+01		7.796E+01		5.428E+02
1.810E+01		7.800E+01		5.448E+02
1.803E+01		7.805E+01		5.469E+02
1.799E+01		7.808E+01		5.483E+02
1.797E+01		7.810E+01		5.490E+02
1.794E+01		7.812E+01		5.500E+02
1.790E+01		7.814E+01		5.513E+02
1.786E+01		7.817E+01		5.524E+02
1.758E+01		7.844E+01		5.615E+02
1.757E+01		7.844E+01		5.619E+02
1.752E+01		7.846E+01		5.636E+02
1.750E+01		7.847E+01		5.644E+02
1.749E+01		7.848E+01		5.646E+02
1.747E+01		7.849E+01		5.654E+02
1.743E+01		7.851E+01		5.667E+02
1.739E+01		7.853E+01		5.680E+02
1.736E+01		7.855E+01		5.690E+02
1.733E+01		7.856E+01		5.698E+02
1.730E+01		7.858E+01		5.709E+02
1.725E+01		7.862E+01		5.727E+02
1.719E+01		7.866E+01		5.744E+02
1.716E+01		7.868E+01		5.757E+02
1.713E+01		7.870E+01		5.765E+02
1.711E+01		7.872E+01		5.773E+02
1.708E+01		7.873E+01		5.784E+02
1.705E+01		7.875E+01		5.793E+02
1.703E+01		7.876E+01		5.800E+02
1.701E+01		7.877E+01		5.806E+02
1.699E+01		7.878E+01		5.812E+02
1.698E+01		7.878E+01		5.816E+02
1.697E+01		7.879E+01		5.820E+02
1.695E+01		7.879E+01		5.825E+02
1.694E+01		7.880E+01		5.831E+02
1.692E+01		7.880E+01		5.838E+02
1.688E+01		7.881E+01		5.849E+02
1.685E+01		7.883E+01		5.862E+02
1.681E+01		7.885E+01		5.875E+02
1.677E+01		7.887E+01		5.889E+02
1.672E+01		7.890E+01		5.907E+02
1.665E+01		7.895E+01		5.931E+02
1.658E+01		7.900E+01		5.952E+02
1.655E+01		7.902E+01		5.963E+02
1.653E+01		7.903E+01		5.970E+02
1.651E+01		7.905E+01		5.977E+02
1.647E+01		7.907E+01		5.992E+02
1.641E+01		7.911E+01		6.011E+02
1.639E+01		7.913E+01		6.019E+02
1.634E+01		7.916E+01		6.037E+02
1.624E+01		7.922E+01		6.072E+02
1.620E+01		7.926E+01		6.087E+02
1.596E+01		7.948E+01		6.171E+02
1.592E+01		7.950E+01		6.184E+02
1.590E+01		7.951E+01		6.193E+02
1.587E+01		7.953E+01		6.202E+02
1.585E+01		7.954E+01		6.212E+02
1.581E+01		7.956E+01		6.223E+02
1.578E+01		7.959E+01		6.237E+02
1.574E+01		7.961E+01		6.249E+02
1.572E+01		7.962E+01		6.256E+02
1.572E+01		7.962E+01		6.259E+02
1.570E+01		7.963E+01		6.264E+02
1.566E+01		7.965E+01		6.279E+02
1.561E+01		7.969E+01		6.299E+02
1.555E+01		7.973E+01		6.318E+02
1.550E+01		7.977E+01		6.336E+02
1.545E+01		7.981E+01		6.355E+02
1.540E+01		7.985E+01		6.373E+02
1.537E+01		7.988E+01		6.386E+02
1.535E+01		7.988E+01		6.391E+02
1.535E+01		7.989E+01		6.393E+02
1.533E+01		7.990E+01		6.400E+02
1.530E+01		7.992E+01		6.412E+02
1.526E+01		7.994E+01		6.423E+02
1.524E+01		7.995E+01		6.432E+02
1.522E+01		7.996E+01		6.440E+02
1.520E+01		7.997E+01		6.446E+02
1.519E+01		7.998E+01		6.450E+02
1.518E+01		7.998E+01		6.454E+02
1.516E+01		7.999E+01		6.464E+02
1.512E+01		8.001E+01		6.478E+02
1.508E+01		8.003E+01		6.493E+02
1.505E+01		8.005E+01		6.505E+02
1.502E+01		8.007E+01		6.515E+02
1.499E+01		8.009E+01		6.526E+02
1.495E+01		8.011E+01		6.540E+02
1.491E+01		8.013E+01		6.554E+02
1.489E+01		8.015E+01		6.563E+02
1.488E+01		8.015E+01		6.566E+02
1.488E+01		8.015E+01		6.569E+02
1.486E+01		8.016E+01		6.575E+02
1.484E+01		8.017E+01		6.582E+02
1.482E+01		8.018E+01		6.591E+02
1.479E+01		8.019E+01		6.600E+02
1.477E+01		8.020E+01		6.610E+02
1.475E+01		8.020E+01		6.614E+02
1.475E+01		8.020E+01		6.615E+02
1.474E+01		8.020E+01		6.621E+02
1.471E+01		8.021E+01		6.633E+02
1.466E+01		8.023E+01		6.651E+02
1.461E+01		8.026E+01		6.668E+02
1.457E+01		8.028E+01		6.684E+02
1.453E+01		8.031E+01		6.701E+02
1.448E+01		8.034E+01		6.718E+02
1.444E+01		8.037E+01		6.736E+02
1.439E+01		8.040E+01		6.754E+02
1.435E+01		8.043E+01		6.770E+02
1.430E+01		8.046E+01		6.788E+02
1.425E+01		8.050E+01		6.807E+02
1.420E+01		8.054E+01		6.828E+02
1.414E+01		8.059E+01		6.850E+02
1.410E+01		8.063E+01		6.869E+02
1.407E+01		8.065E+01		6.881E+02
1.406E+01		8.066E+01		6.883E+02
1.406E+01		8.066E+01		6.883E+02
1.403E+01		8.067E+01		6.893E+02
1.402E+01		8.067E+01		6.900E+02
1.401E+01		8.068E+01		6.903E+02
1.399E+01		8.068E+01		6.912E+02
1.395E+01		8.070E+01		6.924E+02
1.392E+01		8.072E+01		6.937E+02
1.389E+01		8.073E+01		6.949E+02
1.386E+01		8.076E+01		6.964E+02
1.381E+01		8.079E+01		6.982E+02
1.377E+01		8.082E+01		6.998E+02
1.374E+01		8.083E+01		7.008E+02
1.371E+01		8.085E+01		7.020E+02
1.366E+01		8.089E+01		7.040E+02
1.360E+01		8.093E+01		7.065E+02
1.356E+01		8.097E+01		7.084E+02
1.352E+01		8.100E+01		7.100E+02
1.347E+01		8.104E+01		7.119E+02
1.341E+01		8.109E+01		7.141E+02
1.339E+01		8.111E+01		7.152E+02
1.338E+01		8.112E+01		7.156E+02
1.338E+01		8.112E+01		7.156E+02
1.336E+01		8.112E+01		7.161E+02
1.335E+01		8.113E+01		7.166E+02
1.334E+01		8.113E+01		7.171E+02
1.331E+01		8.115E+01		7.184E+02
1.326E+01		8.118E+01		7.205E+02
1.320E+01		8.122E+01		7.229E+02
1.315E+01		8.126E+01		7.249E+02
1.310E+01		8.130E+01		7.268E+02
1.305E+01		8.134E+01		7.289E+02
1.301E+01		8.138E+01		7.308E+02
1.298E+01		8.141E+01		7.321E+02
1.296E+01		8.142E+01		7.326E+02
1.296E+01		8.142E+01		7.329E+02
1.294E+01		8.143E+01		7.336E+02
1.292E+01		8.144E+01		7.344E+02
1.290E+01		8.145E+01		7.351E+02
1.290E+01		8.145E+01		7.354E+02
1.288E+01		8.146E+01		7.359E+02
1.286E+01		8.147E+01		7.368E+02
1.284E+01		8.148E+01		7.377E+02
1.282E+01		8.149E+01		7.384E+02
1.281E+01		8.149E+01		7.388E+02
1.281E+01		8.149E+01		7.388E+02
1.280E+01		8.149E+01		7.394E+02
1.276E+01		8.151E+01		7.409E+02
1.272E+01		8.153E+01		7.430E+02
1.266E+01		8.157E+01		7.453E+02
1.260E+01		8.161E+01		7.477E+02
1.255E+01		8.165E+01		7.499E+02
1.250E+01		8.169E+01		7.519E+02
1.247E+01		8.172E+01		7.534E+02
1.244E+01		8.174E+01		7.548E+02
1.241E+01		8.176E+01		7.559E+02
1.241E+01		8.176E+01		7.560E+02
1.238E+01		8.177E+01		7.572E+02
1.233E+01		8.179E+01		7.593E+02
1.228E+01		8.183E+01		7.616E+02
1.222E+01		8.187E+01		7.640E+02
1.217E+01		8.191E+01		7.662E+02
1.212E+01		8.195E+01		7.686E+02
1.207E+01		8.199E+01		7.707E+02
1.203E+01		8.203E+01		7.725E+02
1.199E+01		8.205E+01		7.739E+02
1.197E+01		8.207E+01		7.748E+02
1.197E+01		8.207E+01		7.750E+02
1.194E+01		8.208E+01		7.761E+02
1.190E+01		8.210E+01		7.780E+02
1.186E+01		8.213E+01		7.799E+02
1.182E+01		8.216E+01		7.816E+02
1.174E+01		8.221E+01		7.851E+02
1.168E+01		8.224E+01		7.874E+02
1.168E+01		8.224E+01		7.878E+02
1.151E+01		8.234E+01		7.951E+02
1.148E+01		8.236E+01		7.966E+02
1.145E+01		8.237E+01		7.981E+02
1.141E+01		8.238E+01		7.998E+02
1.137E+01		8.239E+01		8.015E+02
1.133E+01		8.241E+01		8.031E+02
1.129E+01		8.243E+01		8.050E+02
1.125E+01		8.246E+01		8.069E+02
1.121E+01		8.249E+01		8.086E+02
1.118E+01		8.251E+01		8.101E+02
1.115E+01		8.253E+01		8.115E+02
1.111E+01		8.255E+01		8.132E+02
1.107E+01		8.259E+01		8.153E+02
1.101E+01		8.263E+01		8.177E+02
1.096E+01		8.267E+01		8.202E+02
1.092E+01		8.271E+01		8.222E+02
1.089E+01		8.273E+01		8.235E+02
1.087E+01		8.274E+01		8.245E+02
1.084E+01		8.276E+01		8.255E+02
1.081E+01		8.278E+01		8.269E+02
1.079E+01		8.280E+01		8.282E+02
1.078E+01		8.281E+01		8.287E+02
1.076E+01		8.281E+01		8.293E+02
1.070E+01		8.284E+01		8.320E+02
1.065E+01		8.287E+01		8.343E+02
1.061E+01		8.290E+01		8.362E+02
1.057E+01		8.294E+01		8.383E+02
1.051E+01		8.298E+01		8.412E+02
1.046E+01		8.303E+01		8.436E+02
1.043E+01		8.305E+01		8.451E+02
1.041E+01		8.307E+01		8.458E+02
1.039E+01		8.308E+01		8.466E+02
1.036E+01		8.310E+01		8.479E+02
1.033E+01		8.312E+01		8.494E+02
1.032E+01		8.313E+01		8.502E+02
1.031E+01		8.314E+01		8.505E+02
1.031E+01		8.314E+01		8.507E+02
1.028E+01		8.314E+01		8.517E+02
1.024E+01		8.315E+01		8.541E+02
1.019E+01		8.317E+01		8.560E+02
1.017E+01		8.319E+01		8.574E+02
1.014E+01		8.320E+01		8.584E+02
1.012E+01		8.321E+01		8.596E+02
1.008E+01		8.323E+01		8.613E+02
1.005E+01		8.326E+01		8.629E+02
1.002E+01		8.327E+01		8.642E+02
1.000E+01		8.329E+01		8.653E+02
9.983E+00		8.330E+01		8.661E+02
9.973E+00		8.330E+01		8.666E+02
9.918E+00		8.332E+01		8.693E+02
9.864E+00		8.335E+01		8.719E+02
9.828E+00		8.337E+01		8.737E+02
9.790E+00		8.339E+01		8.755E+02
9.742E+00		8.342E+01		8.779E+02
9.700E+00		8.345E+01		8.799E+02
9.686E+00		8.346E+01		8.806E+02
9.684E+00		8.346E+01		8.807E+02
9.647E+00		8.348E+01		8.825E+02
9.615E+00		8.350E+01		8.841E+02
9.592E+00		8.351E+01		8.852E+02
9.581E+00		8.352E+01		8.858E+02
9.563E+00		8.352E+01		8.866E+02
9.523E+00		8.355E+01		8.886E+02
9.461E+00		8.359E+01		8.917E+02
9.398E+00		8.364E+01		8.948E+02
9.355E+00		8.367E+01		8.969E+02
9.319E+00		8.370E+01		8.987E+02
9.280E+00		8.373E+01		9.006E+02
9.242E+00		8.376E+01		9.026E+02
9.204E+00		8.379E+01		9.045E+02
9.167E+00		8.383E+01		9.063E+02
9.130E+00		8.386E+01		9.082E+02
9.099E+00		8.388E+01		9.098E+02
9.080E+00		8.390E+01		9.107E+02
9.065E+00		8.391E+01		9.114E+02
9.045E+00		8.392E+01		9.125E+02
9.020E+00		8.394E+01		9.137E+02
8.997E+00		8.395E+01		9.149E+02
8.970E+00		8.397E+01		9.163E+02
8.943E+00		8.399E+01		9.177E+02
8.922E+00		8.401E+01		9.187E+02
8.917E+00		8.401E+01		9.190E+02
8.605E+00		8.430E+01		9.350E+02
8.597E+00		8.431E+01		9.354E+02
8.489E+00		8.439E+01		9.409E+02
8.451E+00		8.440E+01		9.429E+02
8.440E+00		8.441E+01		9.435E+02
8.416E+00		8.442E+01		9.448E+02
8.361E+00		8.445E+01		9.476E+02
8.300E+00		8.450E+01		9.508E+02
8.261E+00		8.453E+01		9.528E+02
8.057E+00		8.470E+01		9.636E+02
8.023E+00		8.472E+01		9.654E+02
7.960E+00		8.476E+01		9.688E+02
7.926E+00		8.478E+01		9.705E+02
7.925E+00		8.478E+01		9.706E+02
7.890E+00		8.480E+01		9.725E+02
7.858E+00		8.482E+01		9.742E+02
7.829E+00		8.485E+01		9.758E+02
7.794E+00		8.487E+01		9.776E+02
7.769E+00		8.489E+01		9.789E+02
7.735E+00		8.492E+01		9.808E+02
7.684E+00		8.496E+01		9.835E+02
7.603E+00		8.503E+01		9.879E+02
7.439E+00		8.520E+01		9.968E+02
7.290E+00		8.538E+01		1.005E+03
7.228E+00		8.545E+01		1.008E+03
7.181E+00		8.551E+01		1.011E+03
7.143E+00		8.555E+01		1.013E+03
7.111E+00		8.559E+01		1.015E+03
7.075E+00		8.563E+01		1.017E+03
7.045E+00		8.566E+01		1.018E+03
7.024E+00		8.568E+01		1.020E+03
7.010E+00		8.570E+01		1.020E+03
7.004E+00		8.570E+01		1.021E+03
6.982E+00		8.572E+01		1.022E+03
6.953E+00		8.575E+01		1.024E+03
6.945E+00		8.576E+01		1.024E+03
6.941E+00		8.576E+01		1.024E+03
6.892E+00		8.580E+01		1.027E+03
6.835E+00		8.586E+01		1.030E+03
6.788E+00		8.591E+01		1.033E+03
6.750E+00		8.595E+01		1.035E+03
6.722E+00		8.598E+01		1.036E+03
6.703E+00		8.600E+01		1.038E+03
6.683E+00		8.601E+01		1.039E+03
6.662E+00		8.603E+01		1.040E+03
6.648E+00		8.605E+01		1.041E+03
6.636E+00		8.606E+01		1.041E+03
6.630E+00		8.606E+01		1.042E+03
6.617E+00		8.607E+01		1.042E+03
6.606E+00		8.608E+01		1.043E+03
6.606E+00		8.608E+01		1.043E+03
6.598E+00		8.608E+01		1.044E+03
6.584E+00		8.609E+01		1.044E+03
6.553E+00		8.611E+01		1.046E+03
6.478E+00		8.616E+01		1.050E+03
6.437E+00		8.620E+01		1.053E+03
6.402E+00		8.623E+01		1.055E+03
6.362E+00		8.626E+01		1.057E+03
6.313E+00		8.631E+01		1.060E+03
6.274E+00		8.635E+01		1.062E+03
6.251E+00		8.637E+01		1.063E+03
6.239E+00		8.638E+01		1.064E+03
6.234E+00		8.638E+01		1.064E+03
6.209E+00		8.640E+01		1.066E+03
6.176E+00		8.643E+01		1.068E+03
6.137E+00		8.647E+01		1.070E+03
6.131E+00		8.647E+01		1.070E+03
6.072E+00		8.652E+01		1.074E+03
6.017E+00		8.656E+01		1.077E+03
5.968E+00		8.661E+01		1.080E+03
5.888E+00		8.669E+01		1.084E+03
5.794E+00		8.679E+01		1.090E+03
5.742E+00		8.685E+01		1.093E+03
5.699E+00		8.690E+01		1.095E+03
5.662E+00		8.693E+01		1.098E+03
5.623E+00		8.696E+01		1.100E+03
5.607E+00		8.697E+01		1.101E+03
5.566E+00		8.700E+01		1.103E+03
5.532E+00		8.702E+01		1.105E+03
5.520E+00		8.702E+01		1.106E+03
5.509E+00		8.703E+01		1.107E+03
5.481E+00		8.704E+01		1.108E+03
5.446E+00		8.705E+01		1.110E+03
5.408E+00		8.708E+01		1.113E+03
5.367E+00		8.710E+01		1.115E+03
5.338E+00		8.713E+01		1.117E+03
5.320E+00		8.714E+01		1.118E+03
5.312E+00		8.714E+01		1.118E+03
5.308E+00		8.714E+01		1.119E+03
5.281E+00		8.716E+01		1.120E+03
5.250E+00		8.718E+01		1.122E+03
5.223E+00		8.720E+01		1.124E+03
5.205E+00		8.721E+01		1.125E+03
5.181E+00		8.722E+01		1.126E+03
5.151E+00		8.725E+01		1.128E+03
5.103E+00		8.728E+01		1.131E+03
5.046E+00		8.733E+01		1.134E+03
5.001E+00		8.737E+01		1.137E+03
4.976E+00		8.739E+01		1.139E+03
4.968E+00		8.740E+01		1.139E+03
4.952E+00		8.741E+01		1.140E+03
4.911E+00		8.744E+01		1.143E+03
4.857E+00		8.749E+01		1.146E+03
4.822E+00		8.753E+01		1.148E+03
4.806E+00		8.754E+01		1.149E+03
4.796E+00		8.755E+01		1.150E+03
4.771E+00		8.757E+01		1.151E+03
4.733E+00		8.760E+01		1.154E+03
4.689E+00		8.764E+01		1.156E+03
4.646E+00		8.768E+01		1.159E+03
4.608E+00		8.772E+01		1.161E+03
4.572E+00		8.775E+01		1.164E+03
4.532E+00		8.779E+01		1.166E+03
4.478E+00		8.785E+01		1.169E+03
4.426E+00		8.790E+01		1.173E+03
4.387E+00		8.794E+01		1.175E+03
4.356E+00		8.798E+01		1.177E+03
4.326E+00		8.801E+01		1.179E+03
4.294E+00		8.804E+01		1.181E+03
4.271E+00		8.806E+01		1.182E+03
4.249E+00		8.808E+01		1.184E+03
4.211E+00		8.812E+01		1.186E+03
4.153E+00		8.819E+01		1.190E+03
4.099E+00		8.825E+01		1.193E+03
4.063E+00		8.828E+01		1.196E+03
4.029E+00		8.832E+01		1.198E+03
3.975E+00		8.838E+01		1.201E+03
3.913E+00		8.846E+01		1.205E+03
3.889E+00		8.848E+01		1.206E+03
3.883E+00		8.849E+01		1.207E+03
3.849E+00		8.852E+01		1.209E+03
3.808E+00		8.857E+01		1.212E+03
3.773E+00		8.860E+01		1.214E+03
3.736E+00		8.864E+01		1.216E+03
3.692E+00		8.870E+01		1.219E+03
